,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1,0,0.318798777,0.304207304,0.74038397,0.982302572,0.318798777,0.403553071,0.02622159,0.23544286,0.118593483,0.220232079,0.159926847,0.26239029,0.277654269,0.27176515,0.408247182,0.005899552,0.325604795,0.173423907,0.222625232,0.473581997,0.522566368,0.405795006,0.045433088,0.39029039,0.329926261,0.817623212,0.47994705,0.108233034,0.098545592
2,0.318798777,0,0.99882176,0.790143104,0.302841299,1,0.133392006,0.01275442,0.085990521,0.147557012,0.101161952,0.126563938,0.172254379,0.071681862,0.070020531,0.165103173,0.017234196,0.105712247,0.053593221,0.128875833,0.081828206,0.201478613,0.136850569,0.035536131,0.107411236,0.129273698,0.265707285,0.1462524,0.045011262,0.079844952
3,0.304207304,0.99882176,0,0.779657387,0.290574173,0.99882176,0.134501956,0.012240029,0.081547836,0.14499017,0.097445824,0.121513247,0.165882271,0.064007621,0.062994891,0.158389629,0.017064375,0.098435079,0.052893072,0.122620906,0.069421117,0.194591404,0.130587291,0.032714561,0.096808948,0.119469989,0.248351156,0.13963009,0.041744099,0.081100858
4,0.74038397,0.790143104,0.779657387,0,0.74570262,0.790143104,0.293422772,0.015830169,0.143002769,0.170598857,0.152140554,0.15742641,0.230876534,0.171514711,0.172907317,0.280313314,0.0166536,0.241772519,0.123280788,0.168569833,0.276681661,0.386286181,0.291602136,0.042158703,0.27220434,0.233072097,0.58286974,0.295214761,0.074228666,0.06235565
5,0.982302572,0.302841299,0.290574173,0.74570262,0,0.302841299,0.404865468,0.038405514,0.199008914,0.143499333,0.216494855,0.153117212,0.254960286,0.211530023,0.202151127,0.327124604,0.00044207,0.268792922,0.146924851,0.209789773,0.435062195,0.501837712,0.393326413,0.039367264,0.361880339,0.30520176,0.765158461,0.423131878,0.092817284,0.064097068
6,0.318798777,1,0.99882176,0.790143104,0.302841299,0,0.133392006,0.01275442,0.085990521,0.147557012,0.101161952,0.126563938,0.172254379,0.071681862,0.070020531,0.165103173,0.017234196,0.105712247,0.053593221,0.128875833,0.081828206,0.201478613,0.136850569,0.035536131,0.107411236,0.129273698,0.265707285,0.1462524,0.045011262,0.079844952
7,0.403553071,0.133392006,0.134501956,0.293422772,0.404865468,0.133392006,0,0.003798015,0.089866429,0.089359982,0.082812309,0.079226599,0.129381702,0.108831696,0.097590173,0.305351034,0.023351717,0.119692964,0.830390658,0.211422849,0.169843039,0.354036529,0.227431265,0.029974015,0.082980887,0.05944501,0.338156171,0.235556872,0.02999303,0.052181622
8,0.02622159,0.01275442,0.012240029,0.015830169,0.038405514,0.01275442,0.003798015,0,0.067086703,0.199551224,0.255027071,0.021126734,0.198918013,0.022517694,0.051468217,0.074317027,0.018702802,0.015180717,0.015377123,0.045897498,0.01020376,0.104293513,0.018867409,0.025101139,0.01354152,0.027419104,0.000585684,0.06349784,0.061790605,0.031893364
9,0.23544286,0.085990521,0.081547836,0.143002769,0.199008914,0.085990521,0.089866429,0.067086703,0,0.112131322,0.379057787,0.173351608,0.459510982,0.080869344,0.086685338,0.006821416,0.07184482,0.069126596,0.050828884,0.156024605,0.150905646,0.126813851,0.117900737,0.021742273,0.045387293,0.066396148,0.309553099,0.210569693,0.05723273,0.035903588
10,0.118593483,0.147557012,0.14499017,0.170598857,0.143499333,0.147557012,0.089359982,0.199551224,0.112131322,0,0.547760783,0.535513011,0.771362823,0.278940147,0.291814148,0.227795838,0.022754822,0.191776702,0.025236442,0.152817489,0.000918948,0.093429614,0.165641264,0.008830796,0.066132505,0.137849061,0.069646012,0.063269427,0.097189063,0.059186562
11,0.220232079,0.101161952,0.097445824,0.152140554,0.216494855,0.101161952,0.082812309,0.255027071,0.379057787,0.547760783,0,0.281563311,0.681431017,0.181589947,0.186627028,0.313368313,0.034391819,0.139130801,0.02228249,0.256193997,0.028988851,0.142291522,0.217354018,0.002989899,0.006583259,0.05241051,0.350392472,0.552948873,0.091208606,0.329418628
12,0.159926847,0.126563938,0.121513247,0.15742641,0.153117212,0.126563938,0.079226599,0.021126734,0.173351608,0.535513011,0.281563311,0,0.438039312,0.141009042,0.048019505,0.054806435,0.073636062,0.028753317,0.057915586,0.109874717,0.111127695,0.13456124,0.104073546,0.014452277,0.084970826,0.148457702,0.148407756,0.098571512,0.092789627,0.039178715
13,0.26239029,0.172254379,0.165882271,0.230876534,0.254960286,0.172254379,0.129381702,0.198918013,0.459510982,0.771362823,0.681431017,0.438039312,0,0.103892838,0.129621953,0.139937108,0.065014213,0.050611812,0.053308265,0.258641224,0.112966808,0.198493118,0.206272303,0.013775571,0.072423883,0.081216704,0.281965934,0.179924726,0.114573337,0.026391513
14,0.277654269,0.071681862,0.064007621,0.171514711,0.211530023,0.071681862,0.108831696,0.022517694,0.080869344,0.278940147,0.181589947,0.141009042,0.103892838,0,0.972349783,0.643324684,0.025236869,0.817733957,0.143062566,0.0744614,0.200363063,0.108959268,0.008978837,0.007185219,0.3670945,0.156191413,0.215225414,0.148259123,0.02662147,0.010791337
15,0.27176515,0.070020531,0.062994891,0.172907317,0.202151127,0.070020531,0.097590173,0.051468217,0.086685338,0.291814148,0.186627028,0.048019505,0.129621953,0.972349783,0,0.617909398,0.052830625,0.849670222,0.13196115,0.067386856,0.205589872,0.109129353,0.012272282,0.007623823,0.389415635,0.159668854,0.206405039,0.155763458,0.031039466,0.02691211
16,0.408247182,0.165103173,0.158389629,0.280313314,0.327124604,0.165103173,0.305351034,0.074317027,0.006821416,0.227795838,0.313368313,0.054806435,0.139937108,0.643324684,0.617909398,0,0.10080651,0.573560078,0.383307294,0.135495331,0.329915266,0.282934824,0.020879954,0.020007527,0.383704653,0.241569595,0.348782424,0.26772372,0.004761355,0.12330982
17,0.005899552,0.017234196,0.017064375,0.0166536,0.00044207,0.017234196,0.023351717,0.018702802,0.07184482,0.022754822,0.034391819,0.073636062,0.065014213,0.025236869,0.052830625,0.10080651,0,0.053161329,0.034123582,0.076045438,0.046496914,0.000154501,0.044082515,0.060585394,0.000705486,0.017017439,0.02020098,0.00546681,0.086962642,0.025138156
18,0.325604795,0.105712247,0.098435079,0.241772519,0.268792922,0.105712247,0.119692964,0.015180717,0.069126596,0.191776702,0.139130801,0.028753317,0.050611812,0.817733957,0.849670222,0.573560078,0.053161329,0,0.131620136,0.080250123,0.203153546,0.145593776,0.054497633,0.068326356,0.502612575,0.249722873,0.252077302,0.144448291,0.094379814,0.001310971
19,0.173423907,0.053593221,0.052893072,0.123280788,0.146924851,0.053593221,0.830390658,0.015377123,0.050828884,0.025236442,0.02228249,0.057915586,0.053308265,0.143062566,0.13196115,0.383307294,0.034123582,0.131620136,0,0.25465372,0.074889465,0.319514396,0.135578678,0.022534404,0.073952496,0.054818379,0.208119258,0.195670464,0.014002658,0.064620656
20,0.222625232,0.128875833,0.122620906,0.168569833,0.209789773,0.128875833,0.211422849,0.045897498,0.156024605,0.152817489,0.256193997,0.109874717,0.258641224,0.0744614,0.067386856,0.135495331,0.076045438,0.080250123,0.25465372,0,0.197577523,0.324452151,0.39246193,0.01339229,0.036436252,0.069618452,0.197439017,0.196585405,0.084490715,0.208728518
21,0.473581997,0.081828206,0.069421117,0.276681661,0.435062195,0.081828206,0.169843039,0.01020376,0.150905646,0.000918948,0.028988851,0.111127695,0.112966808,0.200363063,0.205589872,0.329915266,0.046496914,0.203153546,0.074889465,0.197577523,0,0.287483868,0.256646428,0.01517131,0.155218533,0.16925335,0.463447556,0.268006369,0.010069145,0.071031334
22,0.522566368,0.201478613,0.194591404,0.386286181,0.501837712,0.201478613,0.354036529,0.104293513,0.126813851,0.093429614,0.142291522,0.13456124,0.198493118,0.108959268,0.109129353,0.282934824,0.000154501,0.145593776,0.319514396,0.324452151,0.287483868,0,0.534512298,0.12802324,0.135460769,0.119967933,0.487055585,0.37789696,0.320869792,0.249384653
23,0.405795006,0.136850569,0.130587291,0.291602136,0.393326413,0.136850569,0.227431265,0.018867409,0.117900737,0.165641264,0.217354018,0.104073546,0.206272303,0.008978837,0.012272282,0.020879954,0.044082515,0.054497633,0.135578678,0.39246193,0.256646428,0.534512298,0,0.138404589,0.018074448,0.027567126,0.386730407,0.336845896,0.219284188,0.221857208
24,0.045433088,0.035536131,0.032714561,0.042158703,0.039367264,0.035536131,0.029974015,0.025101139,0.021742273,0.008830796,0.002989899,0.014452277,0.013775571,0.007185219,0.007623823,0.020007527,0.060585394,0.068326356,0.022534404,0.01339229,0.01517131,0.12802324,0.138404589,0,0.002724074,0.046302079,0.027655159,0.034937513,0.501373108,0.03121353
25,0.39029039,0.107411236,0.096808948,0.27220434,0.361880339,0.107411236,0.082980887,0.01354152,0.045387293,0.066132505,0.006583259,0.084970826,0.072423883,0.3670945,0.389415635,0.383704653,0.000705486,0.502612575,0.073952496,0.036436252,0.155218533,0.135460769,0.018074448,0.002724074,0,0.817684361,0.353339805,0.188003611,0.143851929,0.025725621
26,0.329926261,0.129273698,0.119469989,0.233072097,0.30520176,0.129273698,0.05944501,0.027419104,0.066396148,0.137849061,0.05241051,0.148457702,0.081216704,0.156191413,0.159668854,0.241569595,0.017017439,0.249722873,0.054818379,0.069618452,0.16925335,0.119967933,0.027567126,0.046302079,0.817684361,0,0.359145387,0.17739506,0.257240674,0.045058148
27,0.817623212,0.265707285,0.248351156,0.58286974,0.765158461,0.265707285,0.338156171,0.000585684,0.309553099,0.069646012,0.350392472,0.148407756,0.281965934,0.215225414,0.206405039,0.348782424,0.02020098,0.252077302,0.208119258,0.197439017,0.463447556,0.487055585,0.386730407,0.027655159,0.353339805,0.359145387,0,0.623943711,0.147714124,0.147753822
28,0.47994705,0.1462524,0.13963009,0.295214761,0.423131878,0.1462524,0.235556872,0.06349784,0.210569693,0.063269427,0.552948873,0.098571512,0.179924726,0.148259123,0.155763458,0.26772372,0.00546681,0.144448291,0.195670464,0.196585405,0.268006369,0.37789696,0.336845896,0.034937513,0.188003611,0.17739506,0.623943711,0,0.098319304,0.777163311
29,0.108233034,0.045011262,0.041744099,0.074228666,0.092817284,0.045011262,0.02999303,0.061790605,0.05723273,0.097189063,0.091208606,0.092789627,0.114573337,0.02662147,0.031039466,0.004761355,0.086962642,0.094379814,0.014002658,0.084490715,0.010069145,0.320869792,0.219284188,0.501373108,0.143851929,0.257240674,0.147714124,0.098319304,0,0.031133312
30,0.098545592,0.079844952,0.081100858,0.06235565,0.064097068,0.079844952,0.052181622,0.031893364,0.035903588,0.059186562,0.329418628,0.039178715,0.026391513,0.010791337,0.02691211,0.12330982,0.025138156,0.001310971,0.064620656,0.208728518,0.071031334,0.249384653,0.221857208,0.03121353,0.025725621,0.045058148,0.147753822,0.777163311,0.031133312,0
